pressure,temperature,dewpoint,u_wind,v_wind,altitude
323.2,-32.44,-50.2,-57.979,-5.072,6183.3
323.0,-32.47,-50.2,-57.979,-5.072,6187.4
322.9,-32.5,-50.2,-57.979,-5.072,6191.5
322.7,-32.53,-50.3,-57.979,-5.072,6195.6
322.5,-32.56,-50.3,-57.979,-5.072,6199.7
322.3,-32.6,-50.3,-57.979,-5.072,6203.8
322.1,-32.63,-50.3,-57.979,-5.072,6207.9
321.9,-32.66,-50.4,-57.979,-5.072,6211.8
321.8,-32.69,-50.4,-58.078,-5.081,6215.6
321.6,-32.72,-50.4,-58.078,-5.081,6219.5
321.4,-32.75,-50.5,-58.078,-5.081,6223.4
321.2,-32.79,-50.5,-58.078,-5.081,6227.2
321.1,-32.84,-50.6,-58.078,-5.081,6231.1
320.9,-32.88,-50.6,-58.158,-4.067,6235.0
320.7,-32.92,-50.6,-58.258,-4.074,6238.8
320.5,-32.97,-50.7,-58.258,-4.074,6242.7
320.4,-33.01,-50.7,-58.258,-4.074,6246.5
320.2,-33.06,-50.8,-58.258,-4.074,6250.4
320.0,-33.1,-50.8,-58.258,-4.074,6254.3
319.8,-33.14,-50.8,-58.357,-4.081,6258.1
319.6,-33.19,-50.8,-58.357,-4.081,6262.0
319.5,-33.23,-50.8,-58.357,-4.081,6265.9
319.3,-33.28,-50.9,-58.357,-4.081,6269.7
319.1,-33.32,-50.9,-58.357,-4.081,6273.6
318.9,-33.37,-50.9,-58.457,-4.088,6277.5
318.8,-33.41,-50.9,-58.457,-4.088,6281.3
318.6,-33.45,-50.9,-58.557,-4.095,6285.2
318.4,-33.49,-50.9,-58.557,-4.095,6289.0
318.2,-33.52,-50.9,-58.657,-4.102,6292.9
318.1,-33.55,-50.9,-58.657,-4.102,6296.8
317.9,-33.57,-50.9,-58.819,-3.083,6300.6
317.7,-33.6,-51.0,-58.919,-3.088,6304.5
317.5,-33.63,-51.0,-58.919,-3.088,6308.4
317.4,-33.66,-51.0,-59.019,-3.093,6312.2
317.2,-33.68,-51.0,-59.019,-3.093,6316.1
317.0,-33.71,-51.0,-59.119,-3.098,6319.9
316.9,-33.74,-51.0,-59.119,-3.098,6323.7
316.7,-33.77,-51.0,-59.219,-3.104,6327.2
316.5,-33.79,-51.0,-59.319,-3.109,6330.8
316.4,-33.82,-51.0,-59.319,-3.109,6334.4
316.2,-33.85,-51.0,-59.418,-3.114,6338.0
316.1,-33.88,-51.0,-59.418,-3.114,6341.6
315.9,-33.9,-51.0,-59.518,-3.119,6345.2
315.7,-33.93,-51.0,-59.518,-3.119,6348.8
315.6,-33.97,-51.0,-59.618,-3.124,6352.4
315.4,-34.0,-51.1,-59.718,-3.13,6355.9
315.2,-34.03,-51.1,-59.718,-3.13,6359.5
315.1,-34.07,-51.1,-59.818,-3.135,6363.1
314.9,-34.1,-51.1,-59.818,-3.135,6366.7
314.8,-34.14,-51.1,-59.918,-3.14,6370.3
314.6,-34.17,-51.1,-60.018,-3.145,6373.9
314.4,-34.21,-51.1,-60.018,-3.145,6377.5
314.3,-34.24,-51.2,-60.117,-3.151,6381.1
314.1,-34.27,-51.2,-60.117,-3.151,6384.6
314.0,-34.31,-51.2,-60.217,-3.156,6388.2
313.8,-34.34,-51.2,-60.217,-3.156,6391.8
313.6,-34.38,-51.2,-60.317,-3.161,6395.4
313.5,-34.41,-51.2,-60.417,-3.166,6399.0
313.3,-34.45,-51.2,-60.417,-3.166,6402.6
313.2,-34.48,-51.3,-60.517,-3.172,6406.2
313.0,-34.52,-51.3,-60.517,-3.172,6409.8
312.8,-34.55,-51.3,-60.617,-3.177,6413.3
312.7,-34.57,-51.3,-60.617,-3.177,6416.9
312.5,-34.6,-51.3,-60.717,-3.182,6420.5
312.4,-34.62,-51.3,-60.817,-3.187,6424.1
312.2,-34.65,-51.3,-60.817,-3.187,6427.7
312.0,-34.68,-51.3,-60.817,-3.187,6431.3
311.9,-34.7,-51.3,-60.817,-3.187,6434.9
311.7,-34.73,-51.3,-60.817,-3.187,6438.3
311.6,-34.76,-51.3,-60.817,-3.187,6441.7
311.4,-34.78,-51.4,-60.817,-3.187,6445.1
311.3,-34.81,-51.4,-60.817,-3.187,6448.4
311.1,-34.83,-51.4,-60.817,-3.187,6451.8
311.0,-34.86,-51.4,-60.817,-3.187,6455.2
310.8,-34.89,-51.4,-60.817,-3.187,6458.6
310.7,-34.91,-51.4,-60.817,-3.187,6461.9
310.5,-34.94,-51.4,-60.817,-3.187,6465.3
310.4,-34.96,-51.4,-60.817,-3.187,6468.7
310.2,-34.99,-51.5,-60.817,-3.187,6472.1
310.1,-35.02,-51.5,-60.817,-3.187,6475.4
309.9,-35.04,-51.5,-60.817,-3.187,6478.8
309.8,-35.07,-51.5,-60.817,-3.187,6482.2
309.6,-35.1,-51.5,-60.817,-3.187,6485.6
309.5,-35.12,-51.5,-60.863,-2.125,6488.9
309.3,-35.15,-51.5,-60.863,-2.125,6492.3
309.2,-35.17,-51.6,-60.863,-2.125,6495.7
309.0,-35.2,-51.6,-60.863,-2.125,6499.1
308.9,-35.23,-51.6,-60.817,-3.187,6502.4
308.7,-35.25,-51.6,-60.916,-3.192,6505.8
308.6,-35.28,-51.6,-60.916,-3.192,6509.2
308.4,-35.3,-51.6,-61.016,-3.198,6512.6
308.3,-35.33,-51.7,-61.016,-3.198,6515.9
308.1,-35.36,-51.7,-61.116,-3.203,6519.3
308.0,-35.38,-51.7,-61.116,-3.203,6522.7
307.8,-35.41,-51.7,-61.216,-3.208,6526.1
307.7,-35.44,-51.7,-61.216,-3.208,6529.4
307.5,-35.47,-51.8,-61.316,-3.213,6532.8
307.4,-35.49,-51.8,-61.316,-3.213,6536.2
307.2,-35.52,-51.8,-61.416,-3.219,6539.4
307.1,-35.55,-51.8,-61.416,-3.219,6542.7
307.0,-35.58,-51.9,-61.45,-4.297,6545.9
306.8,-35.6,-51.9,-61.45,-4.297,6549.1
306.7,-35.63,-51.9,-61.55,-4.304,6552.3
306.5,-35.66,-51.9,-61.55,-4.304,6555.5
306.4,-35.69,-51.9,-61.649,-4.311,6558.7
306.2,-35.71,-52.0,-61.649,-4.311,6562.0
306.1,-35.74,-52.0,-61.749,-4.318,6565.2
306.0,-35.77,-52.0,-61.749,-4.318,6568.4
305.8,-35.8,-52.0,-61.749,-4.318,6571.6
305.7,-35.82,-52.1,-61.749,-4.318,6574.8
305.5,-35.84,-52.1,-61.749,-4.318,6578.1
305.4,-35.86,-52.1,-61.749,-4.318,6581.3
305.3,-35.88,-52.2,-61.749,-4.318,6584.5
305.1,-35.89,-52.2,-61.749,-4.318,6587.7
305.0,-35.91,-52.2,-61.749,-4.318,6590.9
304.8,-35.93,-52.2,-61.749,-4.318,6594.2
304.7,-35.95,-52.3,-61.749,-4.318,6597.4
304.6,-35.96,-52.3,-61.664,-5.395,6600.6
304.4,-35.98,-52.3,-61.664,-5.395,6603.8
304.3,-36.0,-52.4,-61.664,-5.395,6607.0
304.1,-36.02,-52.4,-61.664,-5.395,6610.3
304.0,-36.04,-52.4,-61.664,-5.395,6613.5
303.9,-36.05,-52.4,-61.664,-5.395,6616.7
303.7,-36.07,-52.5,-61.664,-5.395,6619.9
303.6,-36.09,-52.5,-61.664,-5.395,6623.1
303.4,-36.11,-52.5,-61.664,-5.395,6626.4
303.3,-36.13,-52.5,-61.664,-5.395,6629.6
303.2,-36.16,-52.5,-61.664,-5.395,6632.8
303.0,-36.19,-52.6,-61.664,-5.395,6635.8
302.9,-36.21,-52.6,-61.664,-5.395,6638.8
302.8,-36.24,-52.6,-61.664,-5.395,6641.7
302.6,-36.27,-52.6,-61.664,-5.395,6644.7
302.5,-36.3,-52.7,-61.565,-5.386,6647.6
302.4,-36.32,-52.7,-61.565,-5.386,6650.6
302.2,-36.35,-52.7,-61.565,-5.386,6653.5
302.1,-36.38,-52.7,-61.565,-5.386,6656.5
302.0,-36.41,-52.7,-61.565,-5.386,6659.4
301.9,-36.43,-52.8,-61.465,-5.378,6662.4
301.7,-36.46,-52.8,-61.465,-5.378,6665.3
301.6,-36.49,-52.8,-61.362,-6.449,6668.3
301.5,-36.52,-52.8,-61.362,-6.449,6671.2
301.3,-36.54,-52.9,-61.362,-6.449,6674.2
301.2,-36.56,-52.9,-61.362,-6.449,6677.1
301.1,-36.58,-52.9,-61.263,-6.439,6680.1
301.0,-36.6,-52.9,-61.263,-6.439,6683.0
300.8,-36.62,-52.9,-61.263,-6.439,6686.0
300.7,-36.63,-52.9,-61.263,-6.439,6688.9
300.6,-36.65,-52.9,-61.263,-6.439,6691.9
300.5,-36.67,-53.0,-61.263,-6.439,6694.8
300.3,-36.69,-53.0,-61.362,-6.449,6697.8
300.2,-36.7,-53.0,-61.362,-6.449,6700.7
300.1,-36.72,-53.0,-61.461,-6.46,6703.7
299.9,-36.74,-53.0,-61.461,-6.46,6706.6
299.8,-36.75,-53.0,-61.339,-7.532,6709.6
299.7,-36.77,-53.0,-61.439,-7.544,6712.5
299.6,-36.79,-53.1,-61.439,-7.544,6715.5
299.4,-36.81,-53.1,-61.538,-7.556,6718.4
299.3,-36.82,-53.1,-61.538,-7.556,6721.4
299.2,-36.85,-53.1,-61.637,-7.568,6724.0
299.1,-36.88,-53.1,-61.637,-7.568,6726.6
299.0,-36.91,-53.2,-61.637,-7.568,6729.2
298.9,-36.93,-53.2,-61.736,-7.58,6731.8
298.7,-36.96,-53.2,-61.736,-7.58,6734.4
298.6,-36.99,-53.2,-61.836,-7.592,6737.0
298.5,-37.02,-53.3,-61.694,-8.67,6739.6
298.4,-37.05,-53.3,-61.793,-8.684,6742.2
298.3,-37.08,-53.3,-61.793,-8.684,6744.8
298.2,-37.1,-53.3,-61.892,-8.698,6747.4
298.1,-37.13,-53.4,-61.892,-8.698,6750.0
298.0,-37.16,-53.4,-61.991,-8.712,6752.6
297.8,-37.19,-53.4,-62.09,-8.726,6755.2
297.7,-37.22,-53.4,-62.09,-8.726,6757.8
297.6,-37.25,-53.5,-62.189,-8.74,6760.4
297.5,-37.28,-53.5,-62.288,-8.754,6763.0
297.4,-37.3,-53.5,-62.387,-8.768,6765.6
297.3,-37.31,-53.5,-62.224,-9.855,6768.2
297.2,-37.32,-53.5,-62.323,-9.871,6770.8
297.1,-37.33,-53.5,-62.422,-9.887,6773.4
297.0,-37.34,-53.6,-62.521,-9.902,6776.0
296.8,-37.35,-53.6,-62.521,-9.902,6778.6
296.7,-37.36,-53.6,-62.619,-9.918,6781.2
296.6,-37.38,-53.6,-62.718,-9.934,6783.8
296.5,-37.39,-53.7,-62.817,-9.949,6786.4
296.4,-37.4,-53.7,-62.817,-9.949,6789.0
296.3,-37.41,-53.7,-62.916,-9.965,6791.6
296.2,-37.42,-53.7,-63.015,-9.981,6794.2
296.1,-37.43,-53.8,-63.113,-9.996,6796.8
296.0,-37.44,-53.8,-62.929,-11.096,6799.4
295.9,-37.46,-53.8,-63.028,-11.113,6801.7
295.8,-37.47,-53.8,-63.126,-11.131,6803.9
295.7,-37.48,-53.9,-63.225,-11.148,6806.1
295.6,-37.49,-53.9,-63.323,-11.166,6808.3
295.5,-37.5,-53.9,-63.422,-11.183,6810.5
295.4,-37.52,-53.9,-63.619,-11.218,6812.7
295.3,-37.53,-54.0,-63.717,-11.235,6814.9
295.2,-37.54,-54.0,-63.816,-11.252,6817.1
295.1,-37.55,-54.0,-63.914,-11.27,6819.3
295.0,-37.57,-54.0,-64.013,-11.287,6821.5
294.9,-37.58,-54.0,-64.111,-11.304,6823.7
294.8,-37.59,-54.0,-64.209,-11.322,6825.9
294.7,-37.6,-54.1,-64.308,-11.339,6828.1
294.6,-37.62,-54.1,-64.406,-11.357,6830.3
294.5,-37.63,-54.1,-64.505,-11.374,6832.5
294.4,-37.64,-54.1,-64.603,-11.391,6834.7
294.3,-37.67,-54.1,-64.899,-11.443,6839.1
294.2,-37.68,-54.1,-64.997,-11.461,6841.3
294.1,-37.68,-54.1,-65.096,-11.478,6843.5
294.0,-37.68,-54.1,-65.194,-11.496,6845.7
293.9,-37.68,-54.1,-65.293,-11.513,6847.9
293.8,-37.69,-54.1,-65.293,-11.513,6850.1
293.7,-37.69,-54.1,-65.391,-11.53,6852.3
293.6,-37.69,-54.1,-65.49,-11.548,6854.5
293.5,-37.7,-54.1,-65.49,-11.548,6856.7
293.4,-37.7,-54.1,-65.588,-11.565,6858.9
293.3,-37.7,-54.1,-65.588,-11.565,6861.1
293.2,-37.7,-54.1,-65.687,-11.582,6863.3
293.1,-37.71,-54.1,-65.785,-11.6,6867.3
293.0,-37.71,-54.1,-65.884,-11.617,6869.2
292.9,-37.72,-54.0,-65.884,-11.617,6871.2
292.8,-37.72,-54.0,-65.982,-11.634,6873.1
292.7,-37.72,-54.0,-66.081,-11.652,6875.0
292.6,-37.76,-54.0,-66.179,-11.669,6878.9
292.5,-37.78,-54.0,-66.179,-11.669,6880.8
292.4,-37.8,-54.0,-66.278,-11.687,6882.7
292.3,-37.82,-54.1,-66.376,-11.704,6884.7
292.2,-37.84,-54.1,-66.376,-11.704,6886.6
292.1,-37.88,-54.1,-66.669,-10.559,6890.4
292.0,-37.9,-54.1,-66.768,-10.575,6892.4
291.9,-37.92,-54.1,-66.768,-10.575,6894.3
291.8,-37.94,-54.1,-66.867,-10.591,6896.2
291.7,-37.98,-54.1,-66.965,-10.606,6900.1
291.6,-38.0,-54.1,-67.064,-10.622,6902.0
291.5,-38.02,-54.1,-67.064,-10.622,6903.9
291.4,-38.04,-54.1,-67.163,-10.638,6905.8
291.3,-38.06,-54.1,-67.163,-10.638,6907.8
291.2,-38.08,-54.1,-67.262,-10.653,6911.6
291.1,-38.09,-54.1,-67.36,-10.669,6913.6
291.0,-38.1,-54.1,-67.36,-10.669,6915.5
290.9,-38.11,-54.1,-67.459,-10.684,6917.4
290.8,-38.13,-54.1,-67.558,-10.7,6921.3
290.7,-38.14,-54.1,-67.657,-10.716,6923.2
290.6,-38.15,-54.1,-67.657,-10.716,6925.1
290.5,-38.17,-54.1,-67.755,-10.731,6927.0
290.4,-38.19,-54.0,-67.755,-10.731,6930.8
290.3,-38.2,-54.0,-67.755,-10.731,6932.7
290.2,-38.21,-54.0,-67.558,-11.912,6934.6
290.1,-38.22,-54.0,-67.459,-11.895,6936.5
290.0,-38.23,-54.0,-67.459,-11.895,6940.3
289.9,-38.24,-54.0,-67.459,-11.895,6942.2
289.8,-38.25,-54.0,-67.459,-11.895,6944.1
289.7,-38.25,-53.9,-67.459,-11.895,6946.0
289.6,-38.27,-53.9,-67.361,-11.878,6949.8
289.5,-38.27,-53.9,-67.361,-11.878,6951.7
289.4,-38.28,-53.9,-67.361,-11.878,6953.6
289.3,-38.28,-53.9,-67.361,-11.878,6955.5
289.2,-38.3,-53.8,-67.361,-11.878,6959.3
289.1,-38.3,-53.8,-67.143,-13.051,6961.2
289.0,-38.31,-53.8,-67.045,-13.032,6963.1
288.9,-38.31,-53.8,-67.045,-13.032,6965.0
288.8,-38.33,-53.8,-67.045,-13.032,6968.9
288.7,-38.35,-53.8,-67.045,-13.032,6970.8
288.6,-38.36,-53.8,-67.045,-13.032,6972.7
288.5,-38.38,-53.8,-67.045,-13.032,6974.6
288.4,-38.4,-53.8,-67.045,-13.032,6978.4
288.3,-38.42,-53.8,-67.045,-13.032,6980.3
288.2,-38.43,-53.8,-67.045,-13.032,6982.2
288.1,-38.45,-53.8,-67.045,-13.032,6984.1
288.0,-38.47,-53.8,-67.143,-13.051,6988.1
287.9,-38.49,-53.8,-67.143,-13.051,6990.0
287.8,-38.5,-53.8,-67.143,-13.051,6992.0
287.7,-38.52,-53.9,-67.143,-13.051,6994.0
287.6,-38.53,-53.9,-67.143,-13.051,6995.9
287.5,-38.56,-53.9,-67.143,-13.051,6999.9
287.4,-38.59,-53.9,-67.143,-13.051,7001.8
287.3,-38.61,-53.9,-67.143,-13.051,7003.8
287.2,-38.64,-53.9,-67.143,-13.051,7005.8
287.1,-38.69,-53.9,-67.143,-13.051,7009.7
287.0,-38.72,-53.9,-67.143,-13.051,7011.7
286.9,-38.74,-53.9,-67.143,-13.051,7013.6
286.8,-38.77,-53.9,-67.045,-13.032,7015.6
286.7,-38.79,-53.9,-67.045,-13.032,7017.6
286.6,-38.84,-53.9,-67.045,-13.032,7021.5
286.5,-38.87,-53.9,-67.045,-13.032,7023.5
286.4,-38.89,-53.9,-66.947,-13.013,7025.4
286.3,-38.92,-53.9,-66.947,-13.013,7027.4
286.2,-38.96,-53.9,-66.947,-13.013,7031.3
286.1,-38.96,-53.9,-66.947,-13.013,7033.3
286.0,-38.96,-53.9,-66.947,-13.013,7035.3
285.9,-38.96,-53.9,-66.849,-12.994,7037.2
285.8,-38.96,-53.9,-66.849,-12.994,7039.2
285.7,-38.96,-53.8,-66.849,-12.994,7043.4
285.6,-38.95,-53.8,-66.849,-12.994,7045.7
285.5,-38.95,-53.8,-66.751,-12.975,7047.9
285.4,-38.95,-53.8,-66.751,-12.975,7050.2
285.3,-38.95,-53.8,-66.751,-12.975,7052.5
285.2,-38.95,-53.7,-66.751,-12.975,7054.7
285.1,-38.95,-53.7,-66.751,-12.975,7057.0
285.0,-38.95,-53.7,-66.751,-12.975,7059.3
284.9,-38.95,-53.7,-66.652,-12.956,7061.5
284.8,-38.95,-53.7,-66.652,-12.956,7063.8
284.7,-38.96,-53.7,-66.652,-12.956,7066.1
284.6,-38.99,-53.7,-66.652,-12.956,7068.3
284.5,-39.02,-53.7,-66.652,-12.956,7070.6
284.4,-39.05,-53.7,-66.554,-12.937,7072.9
284.3,-39.11,-53.8,-66.554,-12.937,7077.4
284.2,-39.14,-53.8,-66.554,-12.937,7079.7
284.1,-39.17,-53.8,-66.554,-12.937,7081.9
284.0,-39.21,-53.8,-66.77,-11.773,7084.2
283.9,-39.24,-53.8,-66.671,-11.756,7086.5
283.8,-39.27,-53.9,-66.671,-11.756,7088.7
283.7,-39.3,-53.9,-66.671,-11.756,7091.0
283.6,-39.33,-53.9,-66.671,-11.756,7093.3
283.5,-39.36,-53.9,-66.671,-11.756,7095.5
283.4,-39.39,-53.9,-66.573,-11.739,7097.8
283.3,-39.42,-53.9,-66.573,-11.739,7100.1
283.2,-39.45,-54.0,-66.573,-11.739,7102.3
283.1,-39.47,-54.0,-66.475,-11.721,7104.6
283.0,-39.5,-54.0,-66.475,-11.721,7106.9
282.9,-39.53,-54.0,-66.475,-11.721,7109.2
282.8,-39.55,-54.0,-66.376,-11.704,7111.8
282.7,-39.58,-54.0,-66.376,-11.704,7114.5
282.6,-39.6,-54.1,-66.376,-11.704,7117.2
282.5,-39.63,-54.1,-66.278,-11.687,7120.0
282.4,-39.65,-54.1,-66.278,-11.687,7122.7
282.3,-39.68,-54.1,-66.278,-11.687,7125.4
282.2,-39.71,-54.1,-66.179,-11.669,7128.2
282.1,-39.73,-54.1,-66.179,-11.669,7130.9
281.9,-39.76,-54.1,-66.179,-11.669,7133.6
281.8,-39.78,-54.2,-66.081,-11.652,7136.3
281.7,-39.81,-54.2,-66.081,-11.652,7139.1
281.6,-39.83,-54.2,-66.081,-11.652,7141.8
281.5,-39.86,-54.2,-65.982,-11.634,7144.5
281.4,-39.89,-54.2,-65.982,-11.634,7147.2
281.3,-39.91,-54.2,-65.884,-11.617,7150.0
281.2,-39.94,-54.3,-65.884,-11.617,7152.7
281.0,-39.96,-54.3,-65.884,-11.617,7155.4
280.9,-39.99,-54.3,-65.884,-11.617,7158.2
280.8,-40.01,-54.3,-65.785,-11.6,7160.9
280.7,-40.04,-54.3,-65.785,-11.6,7163.6
280.6,-40.06,-54.3,-65.785,-11.6,7166.3
280.5,-40.09,-54.3,-65.785,-11.6,7169.1
280.4,-40.11,-54.3,-65.687,-11.582,7171.8
280.3,-40.14,-54.4,-65.687,-11.582,7174.5
280.1,-40.16,-54.4,-65.687,-11.582,7177.2
280.0,-40.19,-54.4,-65.687,-11.582,7180.0
279.9,-40.21,-54.4,-65.588,-11.565,7182.7
279.8,-40.24,-54.4,-65.588,-11.565,7185.4
279.7,-40.26,-54.4,-65.588,-11.565,7188.2
279.6,-40.29,-54.4,-65.588,-11.565,7190.9
279.5,-40.32,-54.4,-65.49,-11.548,7193.8
279.3,-40.35,-54.5,-65.49,-11.548,7196.9
279.2,-40.38,-54.5,-65.49,-11.548,7200.0
279.1,-40.41,-54.5,-65.49,-11.548,7203.1
279.0,-40.43,-54.5,-65.391,-11.53,7206.2
278.8,-40.46,-54.5,-65.391,-11.53,7209.3
278.7,-40.49,-54.5,-65.293,-11.513,7212.4
278.6,-40.52,-54.5,-65.194,-11.496,7215.5
278.5,-40.55,-54.6,-65.194,-11.496,7218.6
278.3,-40.58,-54.6,-65.096,-11.478,7221.7
278.2,-40.61,-54.6,-64.997,-11.461,7224.8
278.1,-40.63,-54.6,-64.997,-11.461,7228.0
278.0,-40.66,-54.6,-64.899,-11.443,7231.1
277.8,-40.69,-54.6,-64.8,-11.426,7234.2
277.7,-40.72,-54.6,-64.8,-11.426,7237.3
277.6,-40.75,-54.6,-64.702,-11.409,7240.4
277.4,-40.77,-54.6,-64.603,-11.391,7243.5
277.3,-40.8,-54.6,-64.505,-11.374,7246.6
277.2,-40.83,-54.6,-64.505,-11.374,7249.7
277.1,-40.85,-54.6,-64.406,-11.357,7252.8
276.9,-40.88,-54.6,-64.308,-11.339,7255.9
276.8,-40.91,-54.6,-64.308,-11.339,7259.0
276.7,-40.93,-54.7,-64.209,-11.322,7262.1
276.6,-40.96,-54.7,-64.111,-11.304,7265.2
276.4,-40.99,-54.7,-64.111,-11.304,7268.3
276.3,-41.01,-54.7,-64.013,-11.287,7271.4
276.2,-41.04,-54.7,-64.013,-11.287,7274.5
276.0,-41.07,-54.7,-63.914,-11.27,7277.7
275.9,-41.09,-54.8,-63.914,-11.27,7280.8
275.8,-41.12,-54.8,-63.816,-11.252,7283.9
275.7,-41.15,-54.8,-63.816,-11.252,7287.5
275.5,-41.18,-54.9,-63.903,-10.121,7291.0
275.4,-41.21,-54.9,-63.903,-10.121,7294.6
275.2,-41.23,-54.9,-63.805,-10.106,7298.2
275.1,-41.26,-54.9,-63.805,-10.106,7301.8
274.9,-41.29,-55.0,-63.805,-10.106,7305.3
274.8,-41.32,-55.0,-63.706,-10.09,7308.9
274.7,-41.35,-55.0,-63.706,-10.09,7312.5
274.5,-41.38,-55.1,-63.607,-10.074,7316.0
274.4,-41.41,-55.1,-63.607,-10.074,7319.6
274.2,-41.44,-55.1,-63.508,-10.059,7323.2
274.1,-41.47,-55.2,-63.508,-10.059,7326.8
273.9,-41.49,-55.2,-63.41,-10.043,7330.3
273.8,-41.52,-55.2,-63.41,-10.043,7333.9
273.6,-41.55,-55.3,-63.311,-10.027,7337.5
273.5,-41.58,-55.3,-63.311,-10.027,7341.0
273.4,-41.61,-55.3,-63.311,-10.027,7344.6
273.2,-41.64,-55.4,-63.212,-10.012,7348.2
273.1,-41.68,-55.4,-63.212,-10.012,7351.8
272.9,-41.71,-55.5,-63.113,-9.996,7355.3
272.8,-41.74,-55.5,-63.113,-9.996,7358.9
272.6,-41.77,-55.6,-63.015,-9.981,7362.5
272.5,-41.81,-55.6,-63.015,-9.981,7366.0
272.4,-41.84,-55.6,-62.916,-9.965,7369.6
272.2,-41.87,-55.7,-62.916,-9.965,7373.2
272.1,-41.9,-55.7,-62.817,-9.949,7376.7
271.9,-41.94,-55.8,-62.817,-9.949,7380.3
271.8,-41.97,-55.8,-62.718,-9.934,7383.9
271.6,-42.0,-55.9,-62.882,-8.837,7387.5
271.5,-42.03,-55.9,-62.783,-8.824,7391.0
271.3,-42.07,-55.9,-62.783,-8.824,7394.9
271.2,-42.1,-56.0,-62.783,-8.824,7398.8
271.0,-42.14,-56.0,-62.684,-8.81,7402.7
270.9,-42.18,-56.1,-62.684,-8.81,7406.6
270.7,-42.22,-56.1,-62.585,-8.796,7410.5
270.6,-42.27,-56.2,-62.585,-8.796,7414.5
270.4,-42.31,-56.2,-62.486,-8.782,7418.4
270.2,-42.36,-56.2,-62.486,-8.782,7422.3
270.1,-42.4,-56.3,-62.486,-8.782,7426.2
269.9,-42.45,-56.3,-62.387,-8.768,7430.1
269.8,-42.49,-56.4,-62.387,-8.768,7434.0
269.6,-42.53,-56.4,-62.387,-8.768,7438.0
269.5,-42.58,-56.5,-62.288,-8.754,7441.9
269.3,-42.62,-56.5,-62.288,-8.754,7445.8
269.2,-42.67,-56.5,-62.189,-8.74,7449.7
269.0,-42.71,-56.6,-62.189,-8.74,7453.6
268.8,-42.76,-56.6,-62.332,-7.653,7457.5
268.7,-42.8,-56.7,-62.233,-7.641,7461.4
268.5,-42.84,-56.7,-62.233,-7.641,7465.4
268.4,-42.87,-56.7,-62.233,-7.641,7469.3
268.2,-42.9,-56.8,-62.133,-7.629,7473.2
268.1,-42.93,-56.8,-62.133,-7.629,7477.1
267.9,-42.96,-56.8,-62.133,-7.629,7481.0
267.8,-42.99,-56.9,-62.034,-7.617,7484.9
267.6,-43.02,-56.9,-62.034,-7.617,7488.9
267.4,-43.05,-56.9,-62.034,-7.617,7492.8
267.3,-43.08,-57.0,-62.034,-7.617,7496.7
267.1,-43.11,-57.0,-61.935,-7.605,7500.6
267.0,-43.15,-57.0,-61.836,-7.592,7504.5
266.8,-43.18,-57.0,-61.736,-7.58,7508.4
266.7,-43.21,-57.1,-61.736,-7.58,7512.4
266.5,-43.24,-57.1,-61.637,-7.568,7516.6
266.3,-43.27,-57.1,-61.538,-7.556,7520.7
266.2,-43.3,-57.2,-61.439,-7.544,7524.8
266.0,-43.33,-57.2,-61.439,-7.544,7528.9
265.9,-43.36,-57.2,-61.339,-7.532,7533.0
265.7,-43.4,-57.3,-61.24,-7.519,7537.1
265.5,-43.43,-57.3,-61.263,-6.439,7541.2
265.4,-43.47,-57.3,-61.263,-6.439,7545.3
265.2,-43.5,-57.4,-61.163,-6.429,7549.4
265.0,-43.54,-57.4,-61.064,-6.418,7553.5
264.9,-43.57,-57.4,-60.964,-6.408,7557.7
264.7,-43.61,-57.5,-60.964,-6.408,7561.8
264.6,-43.64,-57.5,-60.865,-6.397,7565.9
264.4,-43.68,-57.5,-60.765,-6.387,7570.0
264.2,-43.71,-57.6,-60.666,-6.376,7574.1
264.1,-43.75,-57.6,-60.666,-6.376,7578.2
263.9,-43.78,-57.6,-60.566,-6.366,7582.3
263.8,-43.82,-57.7,-60.467,-6.355,7586.4
263.6,-43.85,-57.7,-60.367,-6.345,7590.5
263.4,-43.88,-57.7,-60.268,-6.334,7594.6
263.3,-43.92,-57.8,-60.268,-6.334,7598.8
263.1,-43.95,-57.8,-60.169,-6.324,7602.9
263.0,-43.98,-57.8,-60.069,-6.314,7607.0
262.8,-44.01,-57.9,-59.97,-6.303,7611.1
262.6,-44.05,-57.9,-59.97,-6.303,7615.2
262.5,-44.08,-57.9,-59.87,-6.293,7619.3
262.3,-44.11,-58.0,-59.771,-6.282,7623.4
262.1,-44.14,-58.0,-59.671,-6.272,7627.5
262.0,-44.17,-58.0,-59.671,-6.272,7631.6
261.8,-44.21,-58.1,-59.572,-6.261,7635.7
261.7,-44.24,-58.1,-59.472,-6.251,7639.9
261.5,-44.27,-58.1,-59.373,-6.24,7644.2
261.3,-44.3,-58.2,-59.373,-6.24,7648.4
261.2,-44.33,-58.2,-59.156,-7.263,7652.6
261.0,-44.37,-58.2,-59.056,-7.251,7656.9
260.8,-44.4,-58.3,-58.957,-7.239,7661.1
260.7,-44.43,-58.3,-58.858,-7.227,7665.3
260.5,-44.47,-58.3,-58.858,-7.227,7669.6
260.3,-44.51,-58.4,-58.858,-7.227,7673.8
260.2,-44.54,-58.4,-58.858,-7.227,7678.0
260.0,-44.58,-58.5,-58.759,-7.215,7682.3
